Texto,Ruta,Etiqueta
10243,"Terrorists can now come into America and go to a gun show and, without even a background check, buy an assault weapon today.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/885.wav,0.0
10244,"And that's what Osama bin Laden's handbook said, because we captured it in Afghanistan.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/886.wav,0.0
10245,So I believe America's less safe.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/888.wav,0.0
10246,"If Tom DeLay or someone in the House said to me, ""Sorry, we don't have the votes,"" I'd have said, ""Then we're going to have a fight. """,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/889.wav,0.0
10247,And I'd have taken it out to the country and I'd have had every law enforcement officer in the country visit those congressmen.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/890.wav,0.0
10248,We'd have won what Bill Clinton won.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/891.wav,0.0
10249,"No, Bob, regrettably, we have not moved far enough along.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/895.wav,0.0
10250,And I regret to say that this administration has even blocked steps that could help us move further along.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/896.wav,0.0
10251,I'll give you an example.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/897.wav,0.0
10252,I served on the Small Business Committee for a long time.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/898.wav,0.0
10253,Now I'm the senior Democrat on it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/900.wav,0.0
10254,"We used to -- you know, we have a goal there for minority set-aside programs, to try to encourage ownership in the country.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/901.wav,0.0
10255,They don't reach those goals.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/902.wav,0.0
10256,They don't even fight to reach those goals.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/903.wav,0.0
10257,They've tried to undo them.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/904.wav,0.0
10258,"The fact is that in too many parts of our country, we still have discrimination.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/905.wav,0.0
10259,And affirmative action is not just something that applies to people of color.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/906.wav,0.0
10260,Some people have a mistaken view of it in America.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/907.wav,0.0
10261,"It also is with respect to women, it's with respect to other efforts to try to reach out and be inclusive in our country.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/908.wav,0.0
10262,"I think that we have a long way to go, regrettably.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/909.wav,0.0
10263,"If you look at what's happened -- we've made progress, I want to say that at the same time.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/910.wav,0.0
10264,"During the Clinton years, as you may recall, there was a fight over affirmative action.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/911.wav,0.0
10265,"And there were many people, like myself, who opposed quotas, who felt there were places where it was overreaching.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/912.wav,0.0
10266,"So we had a policy called ""Mend it, don't end it.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/913.wav,0.0
10267,"""We fixed it.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/914.wav,0.0
10268,"And we fixed it for a reason: because there are too many people still in this country who feel the stark resistance of racism, and so we have a distance to travel.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/915.wav,0.0
10269,"As president, I will make certain we travel it.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/916.wav,0.0
10270,"Now, let me just share something.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/917.wav,0.0
10271,"This president is the first president ever, I think, not to meet with the NAACP.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/918.wav,0.0
10272,This is a president who hasn't met with the Black Congressional Caucus.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/919.wav,0.0
10273,This is a president who has not met with the civil rights leadership of our country.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/920.wav,0.0
10274,"If a president doesn't reach out and bring people in and be inclusive, then how are we going to get over those barriers?",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/921.wav,0.0
10275,"I see that as part of my job as president, and I'll make my best effort to do it.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/922.wav,0.0
10276,"Well, first of all, it is just not true that I haven't met with the Black Congressional Caucus.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/924.wav,0.0
10277,I met with the Black Congressional Caucus at the White House.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/925.wav,0.0
10278,"And secondly, like my opponent, I don't agree we ought to have quotas.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/926.wav,0.0
10279,"I agree, we shouldn't have quotas.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/927.wav,0.0
10280,We've expanded Pell Grants by a million students.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/929.wav,0.0
10281,"Do you realize today in America, we spend $73 billion to help 10 million low- and middle-income families better afford college?",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/930.wav,0.0
10282,"That's the access I believe is necessary, is to make sure every child learns to read, write, add and subtract early, to be able to build on that education by going to college so they can start their careers with a college diploma.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/931.wav,0.0
10283,"I believe the best way to help our small businesses is not only through small-business loans, which we have increased since I've been the president of the United States, but to unbundle government contracts so people have a chance to be able to bid and receive a contract to help get their business going.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/932.wav,0.0
10284,"Minority ownership of businesses are up, because we created an environment for the entrepreneurial spirit to be strong.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/933.wav,0.0
10285,I believe part of a hopeful society is one in which somebody owns something.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/934.wav,0.0
10286,Today in America more minorities own a home than ever before.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/935.wav,0.0
10287,"And that's hopeful, and that's positive.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/936.wav,1.0
10288,"Well, I respect everything that the president has said and certainly respect his faith.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/970.wav,0.0
10289,I think it's important and I share it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/971.wav,0.0
10290,I think that he just said that freedom is a gift from the Almighty.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/972.wav,0.0
10291,Everything is a gift from the Almighty.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/973.wav,0.0
10292,"And as I measure the words of the Bible -- and we all do; different people measure different things -- the Koran, the Torah, or, you know, Native Americans who gave me a blessing the other day had their own special sense of connectedness to a higher being.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/974.wav,0.0
10293,And people all find their ways to express it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/975.wav,0.0
10294,"I was taught -- I went to a church school and I was taught that the two greatest commandments are: Love the Lord, your God, with all your mind, your body and your soul, and love your neighbor as yourself.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/976.wav,0.0
10295,"And frankly, I think we have a lot more loving of our neighbor to do in this country and on this planet.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/977.wav,0.0
10296,We have a separate and unequal school system in the United States of America.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/978.wav,0.0
10297,"There's one for the people who have, and there's one for the people who don't have.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/979.wav,0.0
10298,And we're struggling with that today.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/980.wav,0.0
10299,And the president and I have a difference of opinion about how we live out our sense of our faith.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/981.wav,0.0
10300,I talked about it earlier when I talked about the works and faith without works being dead.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/982.wav,0.0
10301,I think we've got a lot more work to do.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/983.wav,0.0
10302,"And as president, I will always respect everybody's right to practice religion as they choose -- or not to practice -- because that's part of America.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/984.wav,0.0
10303,Very much so.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/990.wav,0.0
10304,"Let me pay a compliment to the president, if I may.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/991.wav,0.0
10305,"I think in those days after 9/11, I thought the president did a terrific job.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/992.wav,0.0
10306,"And I really was moved, as well as impressed, by the speech that he gave to the Congress.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/993.wav,0.0
10307,"And I think the hug Tom Daschle gave him at that moment was about as genuine a sense of there being no Democrats, no Republicans, we were all just Americans.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/994.wav,0.0
10308,That's where we were.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/995.wav,0.0
10309,That's not where we are today.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/996.wav,0.0
10310,"I regret to say that the president who called himself a uniter, not a divider, is now presiding over the most divided America in the recent memory of our country.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/997.wav,1.0
10311,I've never seen such ideological squabbles in the Congress of the United States.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/998.wav,1.0
10312,I've never seen members of a party locked out of meetings the way they're locked out today.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/999.wav,1.0
10313,We have to change that.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1000.wav,0.0
10314,"And as president, I am committed to changing that.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1001.wav,0.0
10315,I don't care if the idea comes from the other side or this side.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1002.wav,0.0
10316,I think we have to come together and work to change it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1003.wav,0.0
10317,And I've done that.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1004.wav,0.0
10318,"Over 20 years in the United States Senate, I've worked with John McCain, who's sitting here, I've worked with other colleagues.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1005.wav,0.0
10319,I've reached across the aisle.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1006.wav,0.0
10320,"I've tried to find the common ground, because that's what makes us strong as Americans.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1007.wav,0.0
10321,"And if Americans trust me with the presidency, I can pledge to you, we will have the most significant effort, openly -- not secret meetings in the White House with special interests, not ideologically driven efforts to push people aside -- but a genuine effort to try to restore America's hope and possibilities by bringing people together.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1008.wav,1.0
10322,"And one of the ways we're going to do it is, I'm going to work with my friend, John McCain, to further campaign finance reform so we get these incredible amounts of money out of the system and open it up to average people, so America is really represented by the people who make up America.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1009.wav,0.0
10323,My biggest disappointment in Washington is how partisan the town is.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1011.wav,1.0
10324,"I had a record of working with Republicans and Democrats as the governor of Texas, and I was hopeful I'd be able to do the same thing.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1012.wav,0.0
10325,And we made good progress early on.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1013.wav,0.0
10326,"The No Child Left Behind Act, incredibly enough, was good work between me and my administration and people like Senator Ted Kennedy.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1014.wav,1.0
10327,And we worked together with Democrats to relieve the tax burden on the middle class and all who pay taxes in order to make sure this economy continues to grow.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1015.wav,0.0
10328,But Washington is a tough town.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1016.wav,0.0
10329,"And the way I view it is there's a lot of entrenched special interests there, people who are, you know, on one side of the issue or another and they spend enormous sums of money and they convince different senators to taut their way or different congressmen to talk about their issue, and they dig in.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1017.wav,0.0
10330,"I'll continue, in the four years, to continue to try to work to do so.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1018.wav,0.0
10331,My opponent said this is a bitterly divided time.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1019.wav,0.0
10332,Pretty divided in the 2000 election.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1020.wav,0.0
10333,"So in other words, it's pretty divided during the 1990s as well.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1021.wav,0.0
10334,"We're just in a period -- we've got to work to bring it -- my opponent keeps mentioning John McCain, and I'm glad he did.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1022.wav,0.0
10335,John McCain is for me for president because he understands I have the right view in winning the war on terror and that my plan will succeed in Iraq.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1023.wav,1.0
10336,And my opponent has got a plan of retreat and defeat in Iraq.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1024.wav,0.0
10337,To listen to them.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1031.wav,0.0
10338,(LAUGHTER)  To stand up straight and not scowl.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1032.wav,0.0
10339,(LAUGHTER)  I love the strong women around me.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1033.wav,0.0
10340,I can't tell you how much I love my wife and our daughters.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1034.wav,0.0
10341,I am -- you know it's really interesting.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1035.wav,0.0
10342,"I tell the people on the campaign trail, when I asked Laura to marry me, she said, ""Fine, just so long as I never have to give a speech.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1036.wav,0.0
10343,"""I said, ""OK, you've got a deal.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1037.wav,0.0
10344,"""Fortunately, she didn't hold me to that deal.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1038.wav,0.0
10345,And she's out campaigning along with our girls.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1039.wav,0.0
10346,And she speaks English a lot better than I do.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1040.wav,0.0
10347,I think people understand what she's saying.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1041.wav,1.0
10348,"But they see a compassionate, strong, great first lady in Laura Bush.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1042.wav,1.0
10349,I can't tell you how lucky I am.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1043.wav,0.0
10350,"O'Neill said, ""Come on over.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1045.wav,0.0
10351,I think you'll find somebody who might interest you.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1046.wav,0.0
10352,"""So I said all right.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1047.wav,0.0
10353,Bopped over there.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1048.wav,0.0
10354,There was only four of us there.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1049.wav,0.0
10355,"And not only did she interest me, I guess you would say it was love at first sight.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1050.wav,0.0
10356,"Well, I guess the president and you and I are three examples of lucky people who married up.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1052.wav,0.0
10357,(LAUGHTER)  And some would say maybe me more so than others.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1053.wav,0.0
10358,(LAUGHTER)  But I can take it.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1054.wav,0.0
10359,"(LAUGHTER)  Can I say, if I could just say a word about a woman that you didn't ask about, but my mom passed away a couple years ago, just before I was deciding to run.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1055.wav,0.0
10360,"And she was in the hospital, and I went in to talk to her and tell her what I was thinking of doing.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1056.wav,0.0
10361,"And she looked at me from her hospital bed and she just looked at me and she said, ""Remember: integrity, integrity, integrity.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1057.wav,0.0
10362,"""Those are the three words that she left me with.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1058.wav,0.0
10363,"And my daughters and my wife are people who just are filled with that sense of what's right, what's wrong.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1059.wav,0.0
10364,They also kick me around.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1060.wav,0.0
10365,They keep me honest.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1061.wav,0.0
10366,They don't let me get away with anything.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1062.wav,0.0
10367,I can sometimes take myself too seriously.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1063.wav,0.0
10368,They surely don't let me do that.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1064.wav,0.0
10369,"And I'm blessed, as I think the president is blessed, as I said last time.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1065.wav,0.0
10370,"I've watched him with the first lady, who I admire a great deal, and his daughters.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1066.wav,0.0
10371,He's a great father.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1067.wav,0.0
10372,And I think we're both very lucky.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1068.wav,0.0
10373,"My fellow Americans, as you heard from Bob Schieffer a moment ago, America is being tested by division.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1071.wav,0.0
10374,"More than ever, we need to be united as a country.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1072.wav,0.0
10375,"And, like Franklin Roosevelt, I don't care whether an idea is a Republican idea or a Democrat idea.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1073.wav,0.0
10376,I just care whether it works for America and whether it's going to make us stronger.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1074.wav,0.0
10377,These are dangerous times.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1075.wav,0.0
10378,"I believe I offer tested, strong leadership that can calm the waters of the troubled world.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1076.wav,0.0
10379,And I believe that we can together do things that are within the grasp of Americans.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1077.wav,0.0
10380,We can lift our schools up.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1078.wav,0.0
10381,We can create jobs that pay more than the jobs we're losing overseas.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1079.wav,0.0
10382,We can have health care for all Americans.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1080.wav,0.0
10383,We can further the cause of equality in our nation.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1081.wav,0.0
10384,Let me just make it clear: I will never allow any country to have a veto over our security.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1082.wav,0.0
10385,"Just as I fought for our country as a young man, with the same passion I will fight to defend this nation that I love.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1083.wav,0.0
10386,"And, with faith in God and with conviction in the mission of America, I believe that we can reach higher.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1084.wav,0.0
10387,I believe we can do better.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1085.wav,0.0
10388,"I think the greatest possibilities of our country, our dreams and our hopes, are out there just waiting for us to grab onto them.",/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1086.wav,1.0
10389,And I ask you to embark on that journey with me.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1087.wav,0.0
10390,I ask you for your trust.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1088.wav,0.0
10391,I ask you for your help.,/mnt/c/users/evacantin/desktop/MASTER/HAIA/Trabajo/MMUSED-fallacy/audio_clips/32_2004/1089.wav,0.0
