texts,audio,labels
290,"that is the truth of what happens when people talk about cuts. We had to make these decisions because the British economy was on the brink, people were worrying about whether we'll be able to pay our debts
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/27.wav,0
291,"the brunt of these cuts and the changes we've made, the top 20% have paid more than the remaining 80% put together, that's what happened when Labour were in power and my fear is if they got in power
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/28.wav,0
292,"we are going to build 200000 houses for people to buy, we're going to keep on with this reduction in unemployment that sees two million more people in work
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/29.wav,0
293,"but you won't do it if we go back to the debt the welfare the spending and the taxes
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/30.wav,1
294,"what I would say to Johnny is: we're gonna find pounds 1 out of every 100 that the government spends and save that in each of the next 2 year combined with the extra taxes in terms of tax avoidance and tax evasion, we will eliminate the deficit
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/31.wav,0
295,"it's also put more burden on some of the richest people through instance through having a stamp duty on expensive properties
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/32.wav,0
296,"but what I'm hearing in this debate is that, whereas I want to save one out of every pounds 100 the government spends to not put up taxes,what I'm hearing is: more debt and more taxes, more debt and more taxes, a lot more debt and more taxes
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/33.wav,0
297,"in the last Parliament, Nicholas, we found pounds 21bn of savings in welfare
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/34.wav,0
298,"now what is the alternative to making reductions on welfare? it is putting up taxes
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/35.wav,1
299,"well first of all thank you Terry for your incredible service to the NHS, and you're absolutely right, this is the most important national institution and national public service that we have
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/36.wav,1
300,"I'll never forget as a dad of a desperately disabled child what I got every night when I took him to hospital worrying about his health
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/37.wav,0
301,"I got unbelievable care and I just want that for every family and for everyone in our country
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/38.wav,1
302,"now we've been talking about the difficult decisions we had to make to turn the economy around
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/39.wav,0
303,"but a difficult decision we made also was to go on funding the NHS, putting more money in every year and we'll go on doing that in the next parliament
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/40.wav,0
304,"we've have trained 7000 more nurses, we've got 9000 more doctors, and we also managed to take out of the NHS 20000 bureaucrats because I want the money spent on patient care
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/41.wav,1
305,"now it's key that we keep a strong economy in order to fund a strong NHS
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/42.wav,1
306,"and I want to see the NHS move to much more seven-day operation like your GP being open 8 in the morning 8 in the evening all the way through the week
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/43.wav,1
307,"there is one point I want to end on: there is only one group of politicians anywhere in this United Kingdom that cut the NHS in the last 5 years and that was the Labour Party in Wales
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/44.wav,0
308,"so when you hear Ed Miliband's promises think about that
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/45.wav,0
309,"what we have seen with cancer under this government is 460000 more people a year getting seen and getting examined for cancer than used to happen
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/46.wav,0
310,"our survival rate for cancer that used to be some of the worse in Europe now actually is one of the best in Europe we are changing the NHS and we are improving it
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/47.wav,1
311,"but a strong NHS needs a strong economy
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/48.wav,1
312,"if we go back to Labour's plans for taxes and debt and spending and welfare the economy will be wrecked, and that will wreck the NHS
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/49.wav,1
313,"The commitment we made is important, because when I said we'd fund the NHS more every year the Labour view was that was irresponsible
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/50.wav,1
314,"the Liberal Democrat view was that wasn't the right approach and Labour cut the NHS in Wales where the outcomes are worst
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/51.wav,0
315,"let me tell Ed Miliband what we did: we took 20000 bureaucrats out of the NHS and put 9000 doctors and 7000 nurses in
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/52.wav,0
316,"and he opposes those reforms, presumably he'd like to rehire the bureaucrats. I want doctors with stethoscopes not bureaucrats with clipboards
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/53.wav,1
317,"but let me answer Terry very directly about the things we can really do to make a difference with our NHS
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/54.wav,0
318,"dementia is a silent crisis in our country we are raising the diagnosing rates we need to keep going with that
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/55.wav,1
319,"this point about a seven-day operation is really important. just a few miles down the road from where we are tonight is the Salford Royal Hospital
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/56.wav,0
320,"they carry out operations and scans and treatments on Saturday and Sunday as much as they do Monday to Friday and as a result they provide a fantastic service
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/57.wav,1
321,"so we can improve our NHS if we improve the way it works and go off to the things like dementia like Public Health and some of the big Public Health challenges that put so much pressure onto our NHS
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/58.wav,1
322,"Ed Miliband is scaremongering and he said in an interview that he wanted to weaponize the NHS, now for most of us the NHS is a service for our families, not a political weapon
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/59.wav,1
323,"and I think let's be clear about Social Care. We are starting, starting on the 1st of April, a new fund, the Better Care Fund, with pounds 5.3bn in, bringing Health and Social Care together
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/60.wav,0
324,"so we can unblock those hospital beds make sure the people get the care they need in the community
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/61.wav,0
325,"but Nick was talking about inheritance we had
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/62.wav,0
326,"there was something else we inherited in the NHS which was a culture, too often from Labour, of cover up
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/63.wav,0
327,"just 60 miles from where we are is the Mid Stafford Hospital, and we all remember what we uncovered with that public enquiry that elderly people were being left uncared for, some of them drinking out of water vials because where weren't looked after, because the target culture had run rampant
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/64.wav,0
328,"we have changed that and we've made sure there are more nurses on ward, more doctors in charge, and standards of care going up in our NHS
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/65.wav,0
329,"there are more nurses more doctors more people being treated and that's because we have a strong economy
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/66.wav,1
330,"he talks about failure let's remember the failure of the last Labour government that virtually bankrupted this country and left us with impossibly difficult decision
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/67.wav,0
331,"but the biggest decision we made was to protect the NHS and to spend more every year: a decision that Labour at the time said was irresponsible
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/68.wav,0
332,"that's what they said, we ignored that and we went ahead and invested in our NHS as part of a balance plan for our country
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/69.wav,0
333,"there's the point about the 5.3bn fund that will help fund those vital social care that Nathan is talking about
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/70.wav,0
334,"but I also want to say how important I think it is that we have a seven-day NHS with your GP being open 8 in the morning 8 in the evening 7 days a week because the areas of the country where that's already happening, some of them here in Greater Manchester, were seeing a lot less pressure on hospitals cause people can get to see their GPs when they want
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/71.wav,1
335,"all of this is taking the extra resources that we put into the NHS because the long-term economic plan is working
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/72.wav,1
336,"oh we do have benefits from immigration as I said in my opening statement but I think the choice really boils down to this Nigel is saying there's nothing you can do inside the European Union so just give up and leave Ed seems to be saying he doesn't want to renegotiate anything in Europe so should just give up altogether I say get stuck in, renegotiate get the changes we need and then put those in a referendum to the British people by the end of 2017
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/73.wav,1
337,"I've sat around that table in Europe and negotiated for Britain you can get things done and I've said I want to get done so that we can sort out this immigration issue
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/74.wav,1
338,"people said it was impossible, we cut that European budget
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/75.wav,0
339,"I said let's get out of these bailout funds where British taxpayers money was being put into countries like Greece, people said you'll never do that, we got out of those Greek bailout funds
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/76.wav,0
340,"so instead giving up let's get stuck in and negotiate
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/77.wav,0
341,"the problem with Nigel in the end is ultimately Nigel you are just the back door to a Labor government which will give us open-door immigration which is not what this country
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/78.wav,0
342,"if we want to control immigration there are three sides to this coin you've got to have an education system that turns out young people that can do the jobs that our economy is creating you have got to have a welfare system that makes sure that work always pays, and we really helped to delivered that over the last few years and you've got to have the immigration changes that I've been talking about
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/79.wav,1
343,"it's not simply about what happens in Europe if I think of what we inherited we had bogus colleges that were handing out visas like visa factories, we've shut them down
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/80.wav,0
344,"we had people who could claim benefits literally on arrival when Ed Miliband was in the cabinet we've stopped that
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/81.wav,0
345,"we had people appealing in our courts against decisions made here, we've now said you have to go home and appeal from home, there are changes you can make
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/82.wav,0
346,"we created 2 million jobs because we got a strong and growing economy, when he was sat in the cabinet about half a million people lost their jobs and never mind zero hours, with Ed there'd be zero jobs
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/83.wav,1
347,"let me take on Nigel on this, look Nigel, you want to leave the EU it's a very clear position
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/84.wav,0
348,"but the only way that can happen is by having a referendum; now I say stay in, fight, get a better deal but hold that referendum
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/85.wav,1
349,"the irony of Nigel's position is if people vote for him they end up with Miliband and they get no referendum no renegotiation
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/86.wav,1
350,"we have taken some people from Syria some of the most vulnerable people including elderly and disabled people
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/87.wav,0
351,"but the most important thing we can do in Syria is maintain the fact that we are one of the biggest, I think the second largest bilateral aid donor, helping people in those refugee camps to be fed, to be housed, to be clothed, and trying to find a solution so they can go home
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/88.wav,1
352,"there are about 6 million people refugees or in danger of being refugees we cannot take all those people in so it makes sense to use our aid budget to try and help them in the region [and then help them get home]
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/89.wav,1
353,"Thank you Rebecca for your question I think it's absolutely crucial
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/90.wav,0
354,"I think the most important thing is to make sure there are good jobs for people to do and honestly in the last Parliament we've created 2 million new jobs and in the next parliament we want to create 2 million more good jobs for people
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/91.wav,1
355,"I think apprenticeships and universities are vital. I want our young people have the choice of either, so we're gonna have 3 million apprenticeships in the next parliament
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/92.wav,1
356,"but also we've uncapped university places so whoever wants a place can go to university
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/93.wav,0
357,"in terms of building homes I want us to build homes that people can afford to buy
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/94.wav,1
358,"and that's what our starter homes are all about: put it 80% of the market price, not available to foreign buyers or investment funds, but they're for British people to buy and to own
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/95.wav,0
359,"and with our help to buy, that has helped about 88000 people onto the housing ladder, we can make that a reality for people
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/96.wav,1
360,"now I know it seems odd to answer a question from a young person about pensions
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/97.wav,0
361,"but actually it is important to be able to look forward to security and dignity in old age and we've safeguarded the pension because people in our country should be able to look forward to dignity and security
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/98.wav,1
362,"but let me make a point about schools because actually under this government we got a million more children in good or outstanding schools
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/99.wav,0
363,"one of the reasons for that is that we've opened up the state education system and encouraged great education providers teachers and charities to come in and set up schools
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/100.wav,0
364,"I was at one today, the Warrington King's Academy, 3 times more people want to go than they can take
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/101.wav,0
365,"and I think these free schools are a great institution but Ed Miliband's party says no more and is even contemplating shutting down some of the schools that are about to get going
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/102.wav,1
366,"I say we need more good school places and whether they are Academies or free schools or Universities
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/103.wav,1
367,"you know with Nick Clegg we sat in the Cabinet Room together we took difficult decisions together and Nick I, like, defend all of the decisions we took
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/104.wav,0
368,"I mean, that is the truth and young people suffer the most, when you have an economy with out-of-control debt, out-of-control welfare, out-of-control spending, young people suffer the most
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/105.wav,1
369,"well I think there obviously has been a very difficult time, recovering from the appalling recession that we had it has been tough it has been difficult
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/106.wav,0
370,"but Britain has still got some great strengths, we got a strong and growing economy we're creating jobs we're part of all these important networks in the world whether it's the G8, or NATO, or the European Union
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/107.wav,1
371,"we have clout in the world, we can get things done in the world
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/108.wav,1
372,"think of what some of our people are doing right now: we got nurses in West Africa helping to deal with ebola we got some of those brave and professional Armed services anywhere in the world and tonight's a good moment to say thank you to them for all they do
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/109.wav,0
373,"the lady makes an important point, which is: there are people who come out of our armed services who do have difficulties, and that's why we should be putting money into the armed forces charities that help homeless people and people also with mental health problems [when they come out of our armed service]
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/110.wav,1
374,"I mean I think Leanne makes a good point: we discovered today there about 70 Labour MPs that employ people on zero-hours contracts and so they obviously haven't got the bit about practising where they preach
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/111.wav,0
375,"but there is a big point here: yesterday a hundred of business leaders from some of the most iconic business brands, large and small, said that the plan that we have is getting the country back to work, is getting the country on the right track
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/112.wav,0
376,"and if we go off with that with Ed Miliband's plan we put the country at risk the recovery at risk and jobs at risk
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/113.wav,0
377,"I have been your Prime Minister for the last 5 years and all that time I've tried to have one task in mind above all others, and that has been: turning our economy around putting the country back to work and clearing up the mess that was left to us
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/114.wav,1
378,"I want to stand for another 5 years because I want us to finish the job that we've all started
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/115.wav,0
379,"we've created 2 million jobs let's create a job for everyone who wants and needs one
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/116.wav,0
380,"we cut the deficit in half let's clear it altogether and have Britain back in the black
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/117.wav,0
381,"we've invested in our National Health Service let's keep doing that and make sure it's a genuine service seven days a week for you and your family all year around
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/118.wav,1
382,"what my plan is about is basically one word: security. security for you, for you family, for our country
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/119.wav,1
383,"this is an amazing country and we're on our way back
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/120.wav,1
384,"and there's a fundamental choice of this election: stick with the plan with a team who brought that plan because it's working and it's helping, or put it all at risk by the people who gave us the spending the debt the taxes and the waste
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/121.wav,0
385,"I say let's stick to the plan that's working, let's not go back to square one, let's finish what we started
",/mnt/c/users/evacantin/desktop/MASTER/HAIA/UKDebates/dataset/audio/Cameron/122.wav,0
