Texto,labels,predicted_label
"He talks about all this stuff, but he didn't do it.",,0
"For three and a half years, we're living in hell.",,1
We have the Palestinians and we have everybody else rioting all over the place.,,0
You talk about Charlottesville.,,0
"This is a hundred times Charlottesville, a thousand times.",,0
"The whole country is exploding because of you, because they don't respect you and they have to respect their president and they don't respect you throughout the world.",,1
"what we did was incredible we rebuilt the military we got the largest tax cut in history the largest regulation cut in history the reason he's got jobs is because i cut the regulations that gave jobs but he's putting a lot of those regulations back on all of the things that we've done nobody's ever never seen anything like even from a medical standpoint right to try where we can try space age materials instead of going to asia  or going to europe and trying to get when you're terminally ill now you can go and you can get something you sign a document they've been trying to get it for 42 years but you know what we did for the military was incredible choice for our soldiers where our soldiers instead of waiting for three months to see a doctor can go out and get themselves fixed up and readied up and take care of themselves and they're living and that's why i had the highest approval rating in the history of the va  So all of these things, we're in a failing nation, but it's not going to be failing anymore.",,0
We're going to make it great again.,,1
"Together, we will chart a new way forward.",,0
We will soon be a great nation again.,,0
"Kamala Harris, what's up?",,0
Good to see you.,,0
Have fun.,,0
Thank you.,,0
" So I was raised as a middle class kid, and I am actually the only person on this stage who has a plan that is about lifting up the middle class and working people of America.",,0
"I believe in the ambition, the aspirations, the dreams of the American people.",,0
And that is why I imagine and have actually a plan to build what I call an opportunity economy.,,0
Because here's the thing.,,0
We know that we have a shortage of homes and housing.,,0
And the cost of housing is too expensive for far too many people.,,0
"We know that young families need support to raise their children, and I intend on extending a tax cut for those families of $6,000, which is the largest child tax credit that we have given in a long time, so that those young families can afford to buy a crib, buy a car seat, buy clothes for their children.",,0
"My passion, one of them is small businesses.",,0
"I was actually my mother raised my sister and me, but there was a woman who helped raise us.",,0
We call her our second mother.,,0
She was a small business owner.,,0
I love our small businesses.,,0
"My plan is to give a $50,000 tax deduction  to start up small businesses, knowing they are part of the backbone of America's economy.",,0
"My opponent, on the other hand, his plan is to do what he has done before, which is to provide a tax cut for billionaires and big corporations, which will result in $5 trillion to America's deficit.",,0
"My opponent has a plan that I call the Trump sales tax, which would be a 20 percent tax on everyday goods that you rely on to get through the month.",,0
"Economists have said that that Trump sales tax would actually result for middle class families in about $4,000 more a year because of his policies and his ideas about what should be the backs of middle class people paying for tax cuts for billionaires.",,0
"First of all, I have no sales tax.",,0
That's an incorrect statement.,,0
She knows that.,,0
We're doing tariffs on other countries.,,0
"Other countries are going to finally, after 75 years, pay us back for all that we've done for the world.",,0
And the tariff will be substantial in some cases.,,0
"They're taking billions and billions of dollars, as you know, from China.",,0
"In fact, they never took the tariff off because there was so much money they can't.",,0
It would totally destroy everything that they've set out to do.,,1
They're taking in billions of dollars from China and other places they've left the tariffs on.,,0
"When I had it, I had tariffs, and yet I had no inflation.",,0
"Look, we've had a terrible economy because inflation has, which is really known as a country buster.",,1
It breaks up countries.,,0
We have inflation like very few people have ever seen before.,,0
Probably the worst in our nation's history.,,0
"We were at 21%, but that's being generous because many things are 50, 60, 70, and 80% higher than they were just a few years ago.",,0
"This has been a disaster for people, for the middle class, but for every class.",,0
"On top of that, we have millions of people pouring into our country from prisons and jails, from mental institutions and insane asylums, and they're coming in and they're taking  jobs that are occupied right now by African Americans and Hispanics, and also unions.",,0
Unions are going to be affected very soon.,,0
And you see what's happening.,,0
You see what's happening with towns throughout the United States.,,0
"You look at Springfield, Ohio.",,0
You look at Aurora in Colorado.,,0
They are taking over the towns.,,0
They're taking over buildings.,,0
They're going in violently.,,0
"These are the people that she and Biden led into our country, and they're destroying our country.",,1
They're dangerous.,,1
"They're at the highest level of criminality, and we have to get them out.",,0
We have to get them out fast.,,0
I created one of the greatest economies in the history of our country.,,0
I'll do it again and even better.,,0
" Well, I would love to.",,0
Let's talk about what Donald Trump left us.,,0
Donald Trump left us the worst unemployment since the Great Depression.,,0
Donald Trump left us the worst public health epidemic in a century.,,1
Donald Trump left us the worst attack on our democracy since the Civil War.,,1
And what we have done is clean up Donald Trump's mess.,,0
What we have done and what I intend to do is build on what we know are the aspirations and the hopes of the American people.,,0
"But I'm going to tell you all in this debate tonight, you're going to hear from the same old tired playbook.",,1
"A bunch of lies, grievances, and name-calling.",,0
What you're going to hear tonight is a detailed and dangerous plan called Project 2025 that the former president intends on implementing if he were elected again.,,1
"I believe very strongly that the American people want a president who understands the importance of bringing us together, knowing we have so much more in common than what separates us.",,0
And I pledge to you to be a president for all Americans.,,0
" Number one, I have nothing to do, as you know, and as she knows better than anyone, I have nothing to do with Project 2025.",,0
That's out there.,,0
I haven't read it.,,0
I don't want to read it purposely.,,0
I'm not going to read it.,,0
This was a group of people that got together.,,0
"They came up with some ideas, I guess some good, some bad, but it makes no difference.",,0
I have nothing to do.,,0
Everybody knows I'm an open book.,,0
Everybody knows what I'm going to do.,,0
Cut taxes very substantially and create a great economy like I did before.,,0
We had the greatest economy.,,0
We got hit with a pandemic.,,0
"And the pandemic was not since 1917, where 100 million people died, has there been anything like it.",,0
We did a phenomenal job with the pandemic.,,0
We handed them over a country where the economy and where the stock market was higher than it was before the pandemic came in.,,0
Nobody has ever seen anything like it.,,0
We made ventilators for the entire world.,,0
We got gowns.,,0
We got masks.,,0
We did things that nobody thought possible.,,0
And people give me credit for rebuilding the military.,,0
"They give me credit for a lot of things, but not enough credit for the great job we did with the pandemic.",,0
But the only jobs they got were bounce back jobs.,,0
These were jobs bounce back and it bounced back and it went to their benefit.,,0
But I was the one that created them.,,0
They know it.,,1
And so does everybody else.,,0
"Vice President Harris, I'll let you respond.",,0
 Donald Trump has no plan for you.,,0
"And when you look at his economic plan, it's all about tax breaks for the richest people.",,0
"I am offering what I describe as an opportunity economy, and the best economists in our country, if not the world, have reviewed our relative plans for the future of America.",,0
"What Goldman Sachs has said is that Donald Trump's plan would make the economy worse, mine would strengthen the economy.",,0
What the Wharton School has said is Donald Trump's plan would actually explode the deficit.,,0
Sixteen Nobel laureates have described his economic plan as something that would increase inflation and by the middle of next year would invite a recession.,,1
You just have to look at where we are and where we stand on the issues.,,0
And I'd invite you to know that Donald Trump actually has no plan for you because he is more interested in defending himself than he is in looking out for you.,,0
That's just a sound bite.,,0
They gave her that to say.,,0
"I went to the Wharton School of Finance, and many of those professors, the top professors, think my plan is a brilliant plan.",,0
It's a great plan.,,0
"It's a plan that's going to bring up our worth, our value as a country.",,0
"It's going to make people want to be able to go and work and create jobs and create a lot of good, solid money for our country.",,0
"And just to finish off,  She doesn't have a plan.",,0
"She copied Biden's plan, and it's like four sentences, like run, spot, run.",,0
"Four sentences that are just, oh, we'll try and lower taxes.",,0
She doesn't have a plan.,,0
Take a look at her plan.,,0
She doesn't have a plan.,0.0,0
They're not going to have higher prices.,,0
What's going to have and who's going to have higher prices is China and all of the countries that have been ripping us off for years.,,1
"I charge – I was the only president ever –  China was paying us hundreds of billions of dollars, and so were other countries.",,0
"And, you know, if she doesn't like them, they should have gone out and they should have immediately cut the tariffs.",,0
But those tariffs are there three and a half years now under their administration.,,0
"We are going to take in  Billions of dollars, hundreds of billions of dollars.",,0
"I had no inflation, virtually no inflation.",,0
They had the highest inflation perhaps in the history of our country because I've never seen a worse period of time.,,1
People can't go out and buy cereal or bacon or eggs or anything else.,,0
These the people of our country are absolutely dying with what they've done.,,1
They've destroyed the economy.,,0
And all you have to do is look at a poll.,,0
"The polls say 80 and 85 and even 90 percent that the Trump economy was great, that their economy was terrible.",,0
" Well, let's be clear that the Trump administration resulted in a trade deficit, one of the highest we've ever seen in the history of America.",,0
He invited trade wars.,,0
"You want to talk about his deal with China, what he ended up doing is under Donald Trump's presidency, he ended up selling  American chips to China to help them improve and modernize their military basically sold us out when a policy about China should be in making sure the United States of America wins the competition for the 21st century.",,0
"which means focusing on the details of what that requires, focusing on relationships with our allies, focusing on investing in American-based technology so that we win the race on AI, on quantum computing, focusing on what we need to do to support America's workforce so that we don't end up having on the short end of the stick  in terms of workers' rights.",,0
"But what Donald Trump did, let's talk about this, with COVID, is he actually thanked President Xi for what he did during COVID.",,0
Look at his tweet.,,0
"Thank you, President Xi!",,0
When we know that Xi was responsible for lacking and not giving us transparency about the origins of COVID.,,0
"First of all, they bought their chips from Taiwan.",,0
We hardly make chips anymore because of philosophies like they have and policies like they have.,,1
I don't say her because she has no policy.,,1
Everything that she believed three years ago and four years ago is out the window.,,0
She's going to my philosophy now.,,0
"In fact, I was going to send her a MAGA hat.",,0
She's gone to my philosophy.,,0
"If she ever got elected, she'd change it, and it will be the end of our country.",,1
She's a Marxist.,,0
Everybody knows she's a Marxist.,,0
"Her father's a Marxist professor in economics, and he taught her well.",,0
"But when you look at what she's done to our country, and when you look at these millions and millions of people that are pouring into our country monthly  where it's, I believe, 21 million people, not the 15 that people say.",,0
And I think it's a lot higher than the 21.,,0
That's bigger than New York State pouring in.,,0
And just look at what they're doing to our country.,,0
They're criminals.,,1
Many of these people coming in are criminals.,,0
"And that's bad for our economy, too.",,0
"You know, you mentioned before, we'll talk about immigration later.",,0
"Well, bad immigration is the worst thing that can happen to our economy.",,1
"They have, and she has, destroyed our country with policy that's insane.",,1
Almost policy that you'd say they have to hate our country.,,0
"President Trump, thank you.",,0
Lindsay?,,0
" The reason I'm doing that vote is because the plan is, as you know the vote is, they have abortion in the ninth month.",,0
"They even have, and you can look at the governor of West Virginia, the previous governor of West Virginia, not the current governor, is doing an excellent job.",,0
"But the governor before, he said, the baby will be born, and we will decide what to do with the baby.",,0
"In other words, we'll execute the baby.",,0
"And that's why I did that, because that predominates.",,0
Because they're radical.,,0
The Democrats are radical in that.,,0
"And her vice presidential pick, which I think was a horrible pick, by the way, for our country, because he is really out of it.",,0
"But her vice presidential pick says, abortion in the ninth month is absolutely fine.",,0
He also says...,,0
Execution after birth.,,0
"It's execution, no longer abortion, because the baby is born is okay.",,0
"And that's not okay with me, hence the vote.",,0
But what I did is something for 52 years they've been trying to get Roe v. Wade into the states.,,0
"And through the genius and heart and strength of six Supreme Court justices, we were able to do that.",,1
"Now, I believe in the exceptions for rape, incest, and life of the mother.",,0
I believe strongly in it.,,0
Ronald Reagan did also.,,0
85% of Republicans do.,,0
Exceptions.,,0
Very important.,,0
"But we were able to get it, and now states are voting on it.",,0
"And for the first time, you're going to see, look, this is an issue that's torn our country apart for 52 years.",,0
"Every legal scholar, every Democrat, every Republican, liberal, conservative, they all wanted this issue to be brought back to the states where the people could vote.",,1
And that's what happened.,,0
"Now, Ohio?",,0
The vote was somewhat liberal.,,0
"Kansas, the vote was somewhat liberal, much more liberal than people would have thought.",,0
But each individual state is voting.,,0
It's the vote of the people now.,,1
It's not tied up in the federal government.,,0
I did a great service in doing it.,,0
It took courage to do it.,,0
And the Supreme Court had great courage in doing it.,,0
And I give tremendous credit to those six justices.,,0
" Well, as I said, you're going to hear a bunch of lies and that's not actually a surprising fact.",,0
Let's understand how we got here.,,0
Donald Trump hand-selected three members of the United States Supreme Court with the intention that they would undo the protections of Roe v. Wade.,,0
And they did exactly as he intended.,,0
"And now in over 20 states, there are Trump abortion bans, which make it criminal for a doctor or nurse to provide health care.",,0
"In one state, it provides prison for life.",,0
"Trump abortion bans that make no exception even for rape and incest, which understand what that means.",,0
"A survivor of a crime, a violation to their body, does not have the right to make a decision about what happens to their body next.",,0
That is immoral.,,0
And one does not have to abandon their faith or deeply held beliefs to agree.,,0
The government and Donald Trump certainly should not be telling a woman what to do with her body.,,0
I have talked with women around our country.,,1
You want to talk about this is what people wanted?,,0
Pregnant women who want to carry a pregnancy to term suffering from a miscarriage being denied care in an emergency room because the health care providers are afraid they might go to jail and she's bleeding out in a car in the parking lot.,,1
She didn't want that.,,0
Her husband didn't want that.,,0
A 12 or 13 year old survivor of incest being forced to carry a pregnancy to term.,,0
They don't want that.,,0
"And I pledge to you, when Congress passes a bill to put back in place the protections of Roe v. Wade as President of the United States, I will proudly sign it into law.",,0
"But understand, if Donald Trump were to be reelected, he will sign a national abortion ban.",,0
"Understand, in his Project 2025, there would be a national abortion monitor that would be monitoring your pregnancies, your miscarriages.",,0
"that certain freedoms, in particular the freedom to make decisions about one's own body, should not be made by the government.",,0
"Well, there she goes again.",,0
It's a lie.,,1
"I'm not signing a ban, and there's no reason to sign a ban, because we've gotten what everybody wanted.",,0
"Democrats, Republicans, and everybody else, and every legal scholar wanted it to be brought back into the states, and the states are voting.",,0
"And it may take a little time,  But for 52 years, this issue has torn our country apart.",,0
And they've wanted it back in the states.,,0
And I did something that nobody thought was possible.,,0
The states are now voting.,,0
What she says is an absolute lie.,,1
"And as far as the abortion ban,  No, I'm not in favor of abortion bans, but it doesn't matter because this issue has now been taken over by the states.",,0
"Well, I won't have to because, again, two things.",,0
"Number one, she said she'll go back to Congress.",,0
She'll never get the vote.,,1
"It's impossible for her to get the vote, especially now with the 50-50, essentially 50-50 in both Senate and the House.",,0
She's not going to get the vote.,,0
She can't get the vote.,,0
She won't even come close to it.,,1
So it's just talk.,,0
You know what it reminds me of?,,0
"When they said they're going to get student loans terminated, and it ended up being a total catastrophe.",,0
"The student loans, and then her, I think probably her boss, if you call him a boss, he spends all his time on the beach.",,0
"But look, her boss went out and said, we'll do it again.",,0
We'll do it a different way.,,0
"And he went out, got rejected again by the Supreme Court.",,0
So all these students got...  taunted with this whole thing about this whole idea and how unfair that would have been part of the reason they lost to the millions and millions of people that had to pay off their student loans they didn't get it for free but they were saying it's the same way that they talked about that that they talk about abortion,,0
"Well, I didn't discuss it with J.D.",,0
"In all fairness, J.D.",,0
"And I don't mind if he has a certain view, but I think he was speaking for me, but I really didn't.",,0
Look.,,0
We don't have to discuss it because she'd never be able to get it.,,0
"Just like she couldn't get student loans, they couldn't get student loans.",,0
They didn't even come close to getting student loans.,,0
They taunted young people and a lot of other people that had loans.,,0
They can never get this approved.,,1
So it doesn't matter what she says about going to Congress.,,0
"Wonderful, let's go to Congress, do it.",,0
But the fact is that for years they wanted to get it out of Congress and out of the federal government.,,0
And we did something that everybody said couldn't be done.,,0
And now you have a vote of the people on abortion.,,0
I absolutely support reinstating the protections of Roe v. Wade.,,0
"And as you rightly mentioned, nowhere in America  is a woman carrying a pregnancy to term and asking for an abortion.",,0
That is not happening.,,0
It's insulting to the women of America.,,1
And understand what has been happening under Donald Trump's abortion bans.,,0
Couples who pray and dream of having a family are being denied IVF treatments.,,0
What is happening in our country?,,0
"Working people, working women who are working one or two jobs, who can barely afford childcare as it is, have to travel to another state to get on a plane sitting next to strangers to go and get the healthcare she needs.",,0
barely can afford to do it and what you are putting her through is unconscionable.,,0
"And the people of America have not, the majority of Americans believe in a woman's right to make decisions about her own body and that is why in every state where this issue has been on the ballot in red and blue states both, the people of America have voted for freedom.",,1
" Vice President Harris, thank you.",,0
"Vice President Harris Jr. : Excuse me, I have to respond.",,0
Another lie.,,1
It's another lie.,,1
"I have been a leader on IVF, which is fertilization.",,0
"The IVF, I have been a leader.",,0
"In fact, when they got a very negative decision on IVF from the Alabama courts,  I saw the people of Alabama and the legislature two days later voted it in.",,0
I've been a leader on it.,,0
"They know that, and everybody else knows it.",,0
I have been a leader on fertilization IVF.,,0
"And the other thing, they, you should ask, will she allow abortion in the eighth month, ninth month, seventh month?",,0
Come on.,,0
"Okay, would you do that?",,0
Why don't you ask her that question?,,0
That's the problem.,,0
"Because under Roe v. Wade, you could do abortions in the seventh month, the eighth month, the ninth month, and probably after birth.",,0
"Just look at the governor, former governor of Virginia.",,0
The governor of Virginia said we put the baby aside and then we determine what we want to do with the baby.,,0
"So I'm the only person on this stage who has prosecuted transnational criminal organizations for the trafficking of guns, drugs and human beings.",,0
"And let me say that the United States Congress, including some of the most conservative members of the United States Senate, came up with a border security bill which I supported.",,0
"And that bill would have put 1,500 more border agents on the border to help those folks who are working there right now over time trying to do their job.",,0
It would have allowed us to stem the flow of fentanyl coming into the United States.,,0
I know there are so many families watching tonight who have been personally affected by the surge of fentanyl in our country.,,0
"That bill would have put more resources to allow us to prosecute transnational criminal organizations for trafficking in guns, drugs, and human beings.",,0
But you know what happened to that bill?,,0
"Donald Trump got on the phone, called up some folks in Congress, and said kill the bill.",,0
And you know why?,,0
Because he'd prefer to run on a problem instead of fixing a problem.,,0
"And understand, this comes at a time where the people of our country actually need a leader who engages in solutions, who actually addresses the problems at hand.",,0
But what we have in the former president is someone who would prefer to run on a problem instead of fixing a problem.,,0
"And I'll tell you something, he's going to talk about immigration a lot tonight, even when it's not the subject that is being raised.",,0
"And I'm going to actually do something really unusual, and I'm going to invite you to attend one of Donald Trump's rallies, because it's a really interesting thing to watch.",,0
"You will see during the course of his rallies, he talks about fictional characters like Hannibal Lecter,  He will talk about windmills cause cancer.",,0
And what you will also notice is that people start leaving his rallies early out of exhaustion and boredom.,,0
"And I will tell you, the one thing you will not hear him talk about is you.",,0
"You will not hear him talk about your needs, your dreams, and your desires.",,0
"And I'll tell you, I believe you deserve a president who actually puts you first.",,0
And I pledge to you that I will.,,0
"Well, I would like to respond.",,0
"First, let me respond to the rallies.",,0
She said people start leaving.,,0
People don't go to her rallies.,,0
There's no reason to go.,,0
"And the people that do go, she's busing them in and paying them to be there, and then showing them in a different light.",,0
So she can't talk about that.,,0
People don't leave my rallies.,,0
"We have the biggest rallies, the most incredible rallies in the history of politics.",,1
That's because people want to take their country back.,,0
Our country is being lost.,,1
We're a failing nation.,,0
And it happened three and a half years ago.,,0
"And what's going on here, you're going to end up in World War III, just to go into another subject.",,0
What they have done to our country by allowing these millions and millions of people to come into our country and look at what's happening to the towns all over the United States.,,0
And a lot of towns don't want to talk.,,0
It's not going to be Aurora or Springfield.,,0
A lot of towns don't want to talk about it because they're so embarrassed by it.,,0
"In Springfield, they're eating the dogs, the people that came in.",,1
They're eating the cats.,,1
They're eating...,,1
They're eating the pets of the people that live there.,,1
"And this is what's happening in our country, and it's a shame.",,0
"As far as rallies are concerned, as far as the reason they go is they like what I say.",,0
They want to bring our country back.,,1
They want to make America great again.,,1
"It's a very simple phrase, make America great again.",,1
 The people on television say my dog was taken and used for food.,,0
"So maybe he said that, and maybe that's a good thing to say for a city manager.",,0
But the people on television say their dog was eaten by the people that went there.,,1
 You talk about extreme.,,0
"This is, I think, one of the reasons why, in this election, I actually have the endorsement of 200 Republicans who have formally worked with President Bush, Mitt Romney, and John McCain, including the endorsement of former Vice President Dick Cheney and Congress member Liz Cheney.",,0
"And if you want to really know the inside track on who the former president is, if he didn't make it clear already, just ask people who have worked with him.",,0
"His former chief of staff, a four-star general, has said he has contempt for the Constitution of the United States.",,1
His former national security advisor has said he is dangerous and unfit.,,1
"His former secretary of defense has said the nation, the republic, would never survive another Trump term.",,1
"And when we listen to this kind of rhetoric, when the issues that affect the American people are not being addressed, I think the choice is clear in this election.",,0
"PRESIDENT DONALD TRUMP, Thank you, because when I hear that, see, I'm a different kind of a person.",,0
"I fired most of those people, not so graciously.",,1
They did bad things or a bad job.,,0
I fired them.,,0
They never fired one person.,,0
"They didn't fire anybody having to do with Afghanistan and the Taliban and the 13 people who were just killed, viciously and violently killed.",,0
And I got to know the parents and the family.,,0
They didn't fire.,,0
"They should have fired all those generals, all those top people, because that was one of the most incompetently handled situations anybody has ever seen.",,1
"So when somebody does a bad job, I fire them.",,0
And you take a guy like Esper.,,0
He was no good.,,0
I fired him.,,0
So he writes a book.,,0
Another one writes a book.,,0
"Because with me, they can write books.",,0
With nobody else can they.,,0
"But they have done such a poor job, and they never fire anybody.",,0
Look at the economy.,,0
Look at the inflation.,,0
They didn't fire any of their economists.,,0
They have the same people.,,0
That's a good way not to have books written about you.,,0
"But just to finish, I got more votes than any Republican in history by far.",,0
"In fact, I got more votes than any president, sitting president, in history by far.",,0
military.,,0
With local police.,,0
 It is much higher because of them.,,0
"They allowed criminals, many, many millions of criminals.",,0
They allowed terrorists.,,0
They allowed common street criminals.,,0
"They allowed people to come in, drug dealers, to come into our country.",,1
"And they're now in the United States and told by their countries, like Venezuela, don't ever come back or we're going to kill you.",,0
Do you know that crime in Venezuela and crime in countries all over the world is way down  You know why?,,0
Because they've taken their criminals off the street and they've given them to her to put into our country.,,0
And this will be one of the greatest mistakes in history for them to allow.,,1
And I think they probably did it because they think they're going to get votes.,,0
But it's not worth it because they're destroying the fabric of our country by what they've done.,,0
There's never been anything done like this at all.,,0
They've destroyed the fabric of our country.,,1
Millions of people let in and all over the world.,,0
down all over the world except here.,,0
Crime here is up and through the roof.,,0
"Despite their fraudulent statements that they made, crime in this country is through the roof.",,0
And we have a new form of crime.,,0
It's called migrant crime.,,1
And it's happening at levels that nobody thought possible.,,0
"But Vice President Harris, I'll give you the- Excuse me, the FBI defraud, they were defrauding statements.",,0
They didn't include the worst cities.,,0
They didn't include the cities with the worst crime.,,0
"It was a fraud, just like their number of 818,000 jobs that they said they created turned out to be a fraud.",,0
"President Trump, thank you.",,0
"I'll let you respond, Vice President Harris.",,0
"Well, I think this is so rich, coming from someone who has been prosecuted.",,0
"for national security crimes, economic crimes, election interference, has been found liable for sexual assault, and his next big court appearance is in November at his own criminal sentencing.",,0
And let's be clear where each person stands on the issue of what is important about respect for the rule of law and respect for law enforcement.,,0
"The former vice president called for defunding federal law enforcement, 45,000 agents, get this, on the day after he was arraigned on 34 felony counts.",,0
So let's talk about what is important in this race.,,0
"It is important that we move forward, that we turn the page on this same old tired rhetoric and address the needs of the American people, address what we need to do about the housing shortage, which I have a plan for, address what we must do to support our small businesses, address bringing down the price of groceries.",,0
"But frankly, the American people are exhausted with this same old tired playbook.",,1
" Vice President Harris, thank you.",,0
Excuse me.,,0
Every one of those cases was started by them against their political opponent.,,0
"And I'm winning most of them, and I will win the rest on appeal.",,0
And you saw that with the decision that came down just recently from the Supreme Court.,,0
I'm winning most of them.,,0
But those are cases.,,0
It's called weaponization.,,0
Never happened in this country.,,0
They weaponized the Justice Department.,,0
"Every one of those cases was involved with the DOJ, from Atlanta and Fawnie Willis to the...  Attorney General of New York and the DA in New York, every one of those cases.",,1
"And then they say, oh, he was he's a criminal.",,0
They're the ones that made them go after me.,,0
"By the way, Joe Biden was found essentially guilty on the documents case.",,0
And what happened in my documents case?,,0
"They said, oh, that's the toughest of them all.",,0
A complete and total victory.,,1
"Two months ago, it was thrown out.",,0
"It's weaponization, and they used it, and it's never happened in this country.",,0
They used it to try and win an election.,,0
" Well, let's talk about extreme and understand the context in which this election in 2024 is taking place.",,0
The United States Supreme Court recently ruled that the former president would essentially be immune from any misconduct if he were to enter the White House again.,,0
"Understand this is someone who has openly said he would terminate, I'm quoting, terminate the Constitution of the United States.",,0
That he would weaponize the Department of Justice against his political enemies.,,0
"Someone who has openly expressed disdain  for members of our military understand what it would mean if Donald Trump were back in the White House with no guardrails, because certainly we know now the court won't stop him.",,0
We know J.D.,,0
Vance is not going to stop him.,,0
It's up to the American people to stop him.,,1
"This is the one that weaponized, not me.",,0
She weaponized.,,0
I probably took a bullet to the head because of the things that they say about me.,,0
They talk about democracy.,,0
I'm a threat to democracy.,,1
"They're the threat to democracy with a fake Russia, Russia, Russia investigation that went nowhere.",,1
" So my values have not changed, and I'm going to discuss every one of the – at least every point that you've made.",,0
"But in particular, let's talk about fracking because we're here in Pennsylvania.",,0
I made that very clear in 2020.,,0
I will not ban fracking.,,0
I have not banned fracking as Vice President of the United States.,,0
"And in fact, I was the tie-breaking vote on the Inflation Reduction Act, which opened new leases for fracking.",,0
My position is that we have got to invest in diverse sources of energy so we reduce our reliance on foreign oil.,,0
We have had the largest increase in domestic oil production in history because of an approach that recognizes that we cannot over rely on foreign oil.,,0
"As it relates to my values, let me tell you, I grew up a middle class kid raised by a hardworking mother.",,0
who worked and saved and was able to buy our first home when I was a teenager.,,0
The values I bring to the importance of home ownership knowing not everybody got handed $400 million on a silver platter and then filed bankruptcy six times.,,0
"is a value that I bring to my work to say we are going to work with the private sector and home builders to increase 3 million homes, increase by 3 million homes by the end of my first term.",,0
My work that is related to having a friend when I was in high school who was sexually assaulted by her stepfather  And my focus then on protecting women and children from violent crime is based on a value that is deeply grounded in the importance of standing up for those who are most vulnerable.,,1
My work that is about protecting Social Security and Medicare  is based on longstanding work that I have done protecting seniors from scams.,,0
My values have not changed.,,0
And what is important is that there is a president who actually brings values and a perspective that is about lifting people up and not beating people down.,,0
"And name-calling, the true measure of the leader,  is the leader who actually understands the strength is not in beating people down, it's in lifting people up.",,1
I intend to be that president.,,0
"President Trump, your response?",,0
"Well, first of all, I wasn't given $400 million.",,0
I wish I was.,,0
"My father was a Brooklyn builder, Brooklyn Queens, and a great father, and I learned a lot from him.",,0
"But I was given a fraction of that, a tiny fraction, and I built it into many, many billions of dollars, many, many billions.",,0
"And when people see it, they are even surprised.",,0
So we don't have to talk about that.,,0
Fracking?,,0
She's been against it for 12 years.,,0
Defund the police.,,0
She's been against that forever.,,0
She gave all that stuff up.,,0
"very wrongly, very horribly, and everybody's laughing at it, okay?",,1
They're all laughing at it.,,0
She gave up at least 12 and probably 14 or 15 different policies.,,0
"Like, she was big on defund the police.",,0
"In Minnesota, she went out, wait a minute, I'm talking now, if you don't mind, please.",,0
Does that sound familiar?,,0
She went out.,,0
"She went out in Minnesota and wanted to let criminals that killed people, that burned down Minneapolis, she went out and raised money to get them out of jail.",,0
She did things that nobody would ever think of.,,0
Now she wants to do transgender operations on illegal aliens that are in prison.,,0
This is a radical left liberal that would do this.,,0
"She wants to confiscate your guns, and she will never allow fracking in Pennsylvania.",,0
"If she won the election, fracking in Pennsylvania will end on day one.",,0
"Just to finish one thing, so important in my opinion.",,0
So I got the oil business going like nobody has ever done before.,,0
"They took, when they took over, they got rid of it, started getting rid of it, and the prices were going up the roof.",,0
They immediately let these guys go to where they were.,,0
"I would have been five times, four times, five times higher, because you're talking about three and a half years ago.",,0
"They got it up to where I was because they had no choice, because the prices of energy were quadrupling and doubling.",,0
You saw what happened to gasoline.,,0
"So they said, let's go back to Trump.",,0
"But if she won the election the day after that election,  They'll go back to destroying our country, and oil will be dead, fossil fuel will be dead.",,1
"We'll go back to windmills, and we'll go back to solar, where they need a whole desert to get some energy to come out of.",,0
You ever see a solar plant?,,0
"By the way, I'm a big fan of solar.",,0
"But they take...  400, 500 acres of desert soil.",,0
"These are not good things for the environment, as she understands.",,0
 You just said a thing that isn't covered.,,0
"Peacefully and patriotically, I said during my speech, not later on.",,0
Peacefully and patriotically.,,0
And nobody on the other side was killed.,,0
Ashley Babbitt was shot by an out of control police officer.,,1
"that should have never, ever shot her.",,0
It's a disgrace.,,1
But we didn't do this group of people that have been treated so badly.,,0
"I ask, what about all the people that are pouring into our country and killing people that she allowed to pour in?",,1
She was the border czar.,,0
Remember that.,,0
She was the border czar.,0.0,0
She doesn't want to be called the border czar because she's embarrassed by the border.,,0
"In fact, she said at the beginning, oh, I'm surprised you're not talking about the border yet.",,0
That's because she knows what a bad job they've done.,,0
What about those people?,,0
When are they going to be prosecuted?,,0
"When are these people from countries all over the world, not just South America, they're coming in from all over the world, David, all over the world, and crime rates are down all over the world because of it.",,0
But let me just ask you.,,0
"David, when are those people going to be prosecuted?",,0
When are the people that burned down Minneapolis going to be prosecuted?,,0
"Or in Seattle, they went into Seattle, they took over a big percentage of the city of Seattle.",,0
When are those people going to be prosecuted?,,0
You might ask her that question.,,0
 I had nothing to do with that other than they asked me to make a speech.,,0
I showed up for a speech.,,0
"I said, I think it's going to be big.",,0
"I went to Nancy Pelosi and the mayor of Washington, D.C. And the mayor put it back in writing, as you know.",,0
"I said, you know, this is going to be a very big rally or whatever you want to call it.",,1
"And again, it wasn't done by me.",,0
It was done by others.,,0
"I said, I'd like to give you 10,000 National Guard or soldiers.",,0
They rejected me.,,0
Nancy Pelosi rejected me.,,0
It was just two weeks ago.,,0
Her daughter has a tape of her saying she is fully responsible for what happened.,,0
They want to get rid of that tape.,,0
It would have never happened if Nancy Pelosi and the mayor of Washington did their jobs.,,0
I wasn't responsible for security.,,0
Nancy Pelosi was responsible.,,0
